U_Seksyen_ID,Seksyen,U_Negeri_ID,U_Daerah_ID,U_Mukim_ID,Status
20974000,Tiada Seksyen,2,209,20974,1
20975000,Tiada Seksyen,2,209,20975,1
20976000,Tiada Seksyen,2,209,20976,1
20977000,Tiada Seksyen,2,209,20977,1
21001000,Tiada Seksyen,2,210,21001,1
21002000,Tiada Seksyen,2,210,21002,1
21003000,Tiada Seksyen,2,210,21003,1
21004000,Tiada Seksyen,2,210,21004,1
21005000,Tiada Seksyen,2,210,21005,1
21006000,Tiada Seksyen,2,210,21006,1
21007000,Tiada Seksyen,2,210,21007,1
21040002,SEKSYEN 2,2,210,21040,1
21040004,SEKSYEN 4,2,210,21040,1
21040007,SEKSYEN 7,2,210,21040,1
21040008,SEKSYEN 8,2,210,21040,1
21040009,SEKSYEN 9,2,210,21040,1
21040010,SEKSYEN 10,2,210,21040,1
21041001,SEKSYEN 1,2,210,21041,1
21041002,SEKSYEN 2,2,210,21041,1
21041003,SEKSYEN 3,2,210,21041,1
21041004,SEKSYEN 4,2,210,21041,1
21041005,SEKSYEN 5,2,210,21041,1
21041006,SEKSYEN 6,2,210,21041,1
21041007,SEKSYEN 7,2,210,21041,1
21041008,SEKSYEN 8,2,210,21041,1
21041009,SEKSYEN 9,2,210,21041,1
21041010,SEKSYEN 10,2,210,21041,1
21041011,SEKSYEN 11,2,210,21041,1
21041012,SEKSYEN 12,2,210,21041,1
21041013,SEKSYEN 13,2,210,21041,1
21041014,SEKSYEN 14,2,210,21041,1
21041015,SEKSYEN 15,2,210,21041,1
21041016,SEKSYEN 16,2,210,21041,1
21070000,Tiada Seksyen,2,210,21070,1
21071000,Tiada Seksyen,2,210,21071,1
21072000,Tiada Seksyen,2,210,21072,1
21073000,Tiada Seksyen,2,210,21073,1
21101000,Tiada Seksyen,2,211,21101,1
21102000,Tiada Seksyen,2,211,21102,1
21103000,Tiada Seksyen,2,211,21103,1
21104000,Tiada Seksyen,2,211,21104,1
21105000,Tiada Seksyen,2,211,21105,1
21106000,Tiada Seksyen,2,211,21106,1
21107000,Tiada Seksyen,2,211,21107,1
21108000,Tiada Seksyen,2,211,21108,1
21140001,SEKSYEN 1,2,211,21140,1
21140002,SEKSYEN 2,2,211,21140,1
21170000,Tiada Seksyen,2,211,21170,1
21171000,Tiada Seksyen,2,211,21171,1
21172000,Tiada Seksyen,2,211,21172,1
21173000,Tiada Seksyen,2,211,21173,1
21174000,Tiada Seksyen,2,211,21174,1
21175000,Tiada Seksyen,2,211,21175,1
21176000,Tiada Seksyen,2,211,21176,1
21201000,Tiada Seksyen,2,212,21201,1
21202000,Tiada Seksyen,2,212,21202,1
21203000,Tiada Seksyen,2,212,21203,1
21204000,Tiada Seksyen,2,212,21204,1
21205000,Tiada Seksyen,2,212,21205,1
21206000,Tiada Seksyen,2,212,21206,1
21240001,SEKSYEN 1,2,212,21240,1
21240002,SEKSYEN 2,2,212,21240,1
21240003,SEKSYEN 3,2,212,21240,1
21240004,SEKSYEN 4,2,212,21240,1
21240005,SEKSYEN 5,2,212,21240,1
21240006,SEKSYEN 6,2,212,21240,1
21240007,SEKSYEN 7,2,212,21240,1
21240008,SEKSYEN 8,2,212,21240,1
21270000,Tiada Seksyen,2,212,21270,1
30101000,Tiada Seksyen,3,301,30101,1
30102000,Tiada Seksyen,3,301,30102,1
30103000,Tiada Seksyen,3,301,30103,1
30104000,Tiada Seksyen,3,301,30104,1
30105000,Tiada Seksyen,3,301,30105,1
30106000,Tiada Seksyen,3,301,30106,1
30107000,Tiada Seksyen,3,301,30107,1
30108000,Tiada Seksyen,3,301,30108,1
30109000,Tiada Seksyen,3,301,30109,1
30110000,Tiada Seksyen,3,301,30110,1
30111000,Tiada Seksyen,3,301,30111,1
30112000,Tiada Seksyen,3,301,30112,1
30113000,Tiada Seksyen,3,301,30113,1
30114000,Tiada Seksyen,3,301,30114,1
30115000,Tiada Seksyen,3,301,30115,1
30116000,Tiada Seksyen,3,301,30116,1
30117000,Tiada Seksyen,3,301,30117,1
30118000,Tiada Seksyen,3,301,30118,1
30119000,Tiada Seksyen,3,301,30119,1
30120000,Tiada Seksyen,3,301,30120,1
30121000,Tiada Seksyen,3,301,30121,1
30122000,Tiada Seksyen,3,301,30122,1
30123000,Tiada Seksyen,3,301,30123,1
30124000,Tiada Seksyen,3,301,30124,1
30125000,Tiada Seksyen,3,301,30125,1
30126000,Tiada Seksyen,3,301,30126,1
30127000,Tiada Seksyen,3,301,30127,1
30128000,Tiada Seksyen,3,301,30128,1
30129000,Tiada Seksyen,3,301,30129,1
30130000,Tiada Seksyen,3,301,30130,1
30131000,Tiada Seksyen,3,301,30131,1
30132000,Tiada Seksyen,3,301,30132,1
30140000,Tiada Seksyen,3,301,30140,1
30170000,Tiada Seksyen,3,301,30170,1
30201000,Tiada Seksyen,3,302,30201,1
30202000,Tiada Seksyen,3,302,30202,1
30203000,Tiada Seksyen,3,302,30203,1
30204000,Tiada Seksyen,3,302,30204,1
30205000,Tiada Seksyen,3,302,30205,1
30206000,Tiada Seksyen,3,302,30206,1
30207000,Tiada Seksyen,3,302,30207,1
30208000,Tiada Seksyen,3,302,30208,1
30209000,Tiada Seksyen,3,302,30209,1
30210000,Tiada Seksyen,3,302,30210,1
30211000,Tiada Seksyen,3,302,30211,1
30212000,Tiada Seksyen,3,302,30212,1
30213000,Tiada Seksyen,3,302,30213,1
30214000,Tiada Seksyen,3,302,30214,1
30215000,Tiada Seksyen,3,302,30215,1
30216000,Tiada Seksyen,3,302,30216,1
30217000,Tiada Seksyen,3,302,30217,1
30218000,Tiada Seksyen,3,302,30218,1
30219000,Tiada Seksyen,3,302,30219,1
30220000,Tiada Seksyen,3,302,30220,1
30221000,Tiada Seksyen,3,302,30221,1
30222000,Tiada Seksyen,3,302,30222,1
30223000,Tiada Seksyen,3,302,30223,1
30224000,Tiada Seksyen,3,302,30224,1
30225000,Tiada Seksyen,3,302,30225,1
30226000,Tiada Seksyen,3,302,30226,1
30227000,Tiada Seksyen,3,302,30227,1
30228000,Tiada Seksyen,3,302,30228,1
30229000,Tiada Seksyen,3,302,30229,1
30230000,Tiada Seksyen,3,302,30230,1
30231000,Tiada Seksyen,3,302,30231,1
30232000,Tiada Seksyen,3,302,30232,1
30233000,Tiada Seksyen,3,302,30233,1
30234000,Tiada Seksyen,3,302,30234,1
30235000,Tiada Seksyen,3,302,30235,1
30236000,Tiada Seksyen,3,302,30236,1
30237000,Tiada Seksyen,3,302,30237,1
30238000,Tiada Seksyen,3,302,30238,1
30239000,Tiada Seksyen,3,302,30239,1
30240000,Tiada Seksyen,3,302,30240,1
30241000,Tiada Seksyen,3,302,30241,1
30242000,Tiada Seksyen,3,302,30242,1
30243000,Tiada Seksyen,3,302,30243,1
30244000,Tiada Seksyen,3,302,30244,1
30245000,Tiada Seksyen,3,302,30245,1
30246000,Tiada Seksyen,3,302,30246,1
30247000,Tiada Seksyen,3,302,30247,1
30248000,Tiada Seksyen,3,302,30248,1
30249000,Tiada Seksyen,3,302,30249,1
30250000,Tiada Seksyen,3,302,30250,1
30251000,Tiada Seksyen,3,302,30251,1
30252000,Tiada Seksyen,3,302,30252,1
30253000,Tiada Seksyen,3,302,30253,1
30254000,Tiada Seksyen,3,302,30254,1
30255000,Tiada Seksyen,3,302,30255,1
30256000,Tiada Seksyen,3,302,30256,1
30257000,Tiada Seksyen,3,302,30257,1
30258000,Tiada Seksyen,3,302,30258,1
30259000,Tiada Seksyen,3,302,30259,1
30260000,Tiada Seksyen,3,302,30260,1
30261000,Tiada Seksyen,3,302,30261,1
30262000,Tiada Seksyen,3,302,30262,1
30263000,Tiada Seksyen,3,302,30263,1
30264000,Tiada Seksyen,3,302,30264,1
30265000,Tiada Seksyen,3,302,30265,1
30266000,Tiada Seksyen,3,302,30266,1
30267000,Tiada Seksyen,3,302,30267,1
30268000,Tiada Seksyen,3,302,30268,1
30269000,Tiada Seksyen,3,302,30269,1
30270000,Tiada Seksyen,3,302,30270,1
30271000,Tiada Seksyen,3,302,30271,1
30272000,Tiada Seksyen,3,302,30272,1
30273000,Tiada Seksyen,3,302,30273,1
30274000,Tiada Seksyen,3,302,30274,1
30275000,Tiada Seksyen,3,302,30275,1
30276000,Tiada Seksyen,3,302,30276,1
30277000,Tiada Seksyen,3,302,30277,1
30278000,Tiada Seksyen,3,302,30278,1
30279000,Tiada Seksyen,3,302,30279,1
30280000,Tiada Seksyen,3,302,30280,1
30281000,Tiada Seksyen,3,302,30281,1
30282000,Tiada Seksyen,3,302,30282,1
30283000,Tiada Seksyen,3,302,30283,1
30284000,Tiada Seksyen,3,302,30284,1
30285000,Tiada Seksyen,3,302,30285,1
30286000,Tiada Seksyen,3,302,30286,1
30287000,Tiada Seksyen,3,302,30287,1
30288000,Tiada Seksyen,3,302,30288,1
30289000,Tiada Seksyen,3,302,30289,1
30290001,SEKSYEN 1,3,302,30290,1
30290002,SEKSYEN 2,3,302,30290,1
30290003,SEKSYEN 3,3,302,30290,1
30290004,SEKSYEN 4,3,302,30290,1
30290005,SEKSYEN 5,3,302,30290,1
30290006,SEKSYEN 6,3,302,30290,1
30290007,SEKSYEN 7,3,302,30290,1
30290008,SEKSYEN 8,3,302,30290,1
30290009,SEKSYEN 9,3,302,30290,1
30290010,SEKSYEN 10,3,302,30290,1
30290011,SEKSYEN 11,3,302,30290,1
30290012,SEKSYEN 12,3,302,30290,1
30290013,SEKSYEN 13,3,302,30290,1
30290014,SEKSYEN 14,3,302,30290,1
30290015,SEKSYEN 15,3,302,30290,1
30290016,SEKSYEN 16,3,302,30290,1
30290017,SEKSYEN 17,3,302,30290,1
30290018,SEKSYEN 18,3,302,30290,1
30290019,SEKSYEN 19,3,302,30290,1
30290020,SEKSYEN 20,3,302,30290,1
30290021,SEKSYEN 21,3,302,30290,1
30290022,SEKSYEN 22,3,302,30290,1
30290023,SEKSYEN 23,3,302,30290,1
30290024,SEKSYEN 24,3,302,30290,1
30290025,SEKSYEN 25,3,302,30290,1
30290026,SEKSYEN 26,3,302,30290,1
30290027,SEKSYEN 27,3,302,30290,1
30290028,SEKSYEN 28,3,302,30290,1
30291000,Tiada Seksyen,3,302,30291,1
30295000,Tiada Seksyen,3,302,30295,1
30301000,Tiada Seksyen,3,303,30301,1
30302000,Tiada Seksyen,3,303,30302,1
30303000,Tiada Seksyen,3,303,30303,1
30304000,Tiada Seksyen,3,303,30304,1
30305000,Tiada Seksyen,3,303,30305,1
30306000,Tiada Seksyen,3,303,30306,1
30307000,Tiada Seksyen,3,303,30307,1
30308000,Tiada Seksyen,3,303,30308,1
30309000,Tiada Seksyen,3,303,30309,1
30310000,Tiada Seksyen,3,303,30310,1
30311000,Tiada Seksyen,3,303,30311,1
30312000,Tiada Seksyen,3,303,30312,1
30313000,Tiada Seksyen,3,303,30313,1
30314000,Tiada Seksyen,3,303,30314,1
30315000,Tiada Seksyen,3,303,30315,1
30316000,Tiada Seksyen,3,303,30316,1
30317000,Tiada Seksyen,3,303,30317,1
30318000,Tiada Seksyen,3,303,30318,1
30319000,Tiada Seksyen,3,303,30319,1
30320000,Tiada Seksyen,3,303,30320,1
30321000,Tiada Seksyen,3,303,30321,1
30322000,Tiada Seksyen,3,303,30322,1
30340000,Tiada Seksyen,3,303,30340,1
30371000,Tiada Seksyen,3,303,30371,1
30401000,Tiada Seksyen,3,304,30401,1
30402000,Tiada Seksyen,3,304,30402,1
30403000,Tiada Seksyen,3,304,30403,1
30404000,Tiada Seksyen,3,304,30404,1
30405000,Tiada Seksyen,3,304,30405,1
30406000,Tiada Seksyen,3,304,30406,1
30407000,Tiada Seksyen,3,304,30407,1
30408000,Tiada Seksyen,3,304,30408,1
30409000,Tiada Seksyen,3,304,30409,1
30410000,Tiada Seksyen,3,304,30410,1
30411000,Tiada Seksyen,3,304,30411,1
30412000,Tiada Seksyen,3,304,30412,1
30413000,Tiada Seksyen,3,304,30413,1
30414000,Tiada Seksyen,3,304,30414,1
30415000,Tiada Seksyen,3,304,30415,1
30416000,Tiada Seksyen,3,304,30416,1
30417000,Tiada Seksyen,3,304,30417,1
30418000,Tiada Seksyen,3,304,30418,1
30419000,Tiada Seksyen,3,304,30419,1
30420000,Tiada Seksyen,3,304,30420,1
30421000,Tiada Seksyen,3,304,30421,1
30422000,Tiada Seksyen,3,304,30422,1
30423000,Tiada Seksyen,3,304,30423,1
30424000,Tiada Seksyen,3,304,30424,1
30425000,Tiada Seksyen,3,304,30425,1
30426000,Tiada Seksyen,3,304,30426,1
30427000,Tiada Seksyen,3,304,30427,1
30428000,Tiada Seksyen,3,304,30428,1
30429000,Tiada Seksyen,3,304,30429,1
30430000,Tiada Seksyen,3,304,30430,1
30431000,Tiada Seksyen,3,304,30431,1
30432000,Tiada Seksyen,3,304,30432,1
30433000,Tiada Seksyen,3,304,30433,1
30434000,Tiada Seksyen,3,304,30434,1
30435000,Tiada Seksyen,3,304,30435,1
30436000,Tiada Seksyen,3,304,30436,1
30437000,Tiada Seksyen,3,304,30437,1
30438000,Tiada Seksyen,3,304,30438,1
30439000,Tiada Seksyen,3,304,30439,1
30440000,Tiada Seksyen,3,304,30440,1
30441000,Tiada Seksyen,3,304,30441,1
30442000,Tiada Seksyen,3,304,30442,1
30443000,Tiada Seksyen,3,304,30443,1
30444000,Tiada Seksyen,3,304,30444,1
30445000,Tiada Seksyen,3,304,30445,1
30446000,Tiada Seksyen,3,304,30446,1
30447000,Tiada Seksyen,3,304,30447,1
30448000,Tiada Seksyen,3,304,30448,1
30450001,SEKSYEN 1,3,304,30450,1
30450002,SEKSYEN 2,3,304,30450,1
30450003,SEKSYEN 3,3,304,30450,1
30450004,SEKSYEN 4,3,304,30450,1
30470000,Tiada Seksyen,3,304,30470,1
30501000,Tiada Seksyen,3,305,30501,1
30502000,Tiada Seksyen,3,305,30502,1
30503000,Tiada Seksyen,3,305,30503,1
30504000,Tiada Seksyen,3,305,30504,1
30505000,Tiada Seksyen,3,305,30505,1
30506000,Tiada Seksyen,3,305,30506,1
30507000,Tiada Seksyen,3,305,30507,1
30508000,Tiada Seksyen,3,305,30508,1
30509000,Tiada Seksyen,3,305,30509,1
30510000,Tiada Seksyen,3,305,30510,1
30511000,Tiada Seksyen,3,305,30511,1
30512000,Tiada Seksyen,3,305,30512,1
30513000,Tiada Seksyen,3,305,30513,1
30514000,Tiada Seksyen,3,305,30514,1
30515000,Tiada Seksyen,3,305,30515,1
30516000,Tiada Seksyen,3,305,30516,1
30517000,Tiada Seksyen,3,305,30517,1
30518000,Tiada Seksyen,3,305,30518,1
30519000,Tiada Seksyen,3,305,30519,1
30520000,Tiada Seksyen,3,305,30520,1
30521000,Tiada Seksyen,3,305,30521,1
30522000,Tiada Seksyen,3,305,30522,1
30523000,Tiada Seksyen,3,305,30523,1
30524000,Tiada Seksyen,3,305,30524,1
30525000,Tiada Seksyen,3,305,30525,1
30526000,Tiada Seksyen,3,305,30526,1
30527000,Tiada Seksyen,3,305,30527,1
30528000,Tiada Seksyen,3,305,30528,1
30529000,Tiada Seksyen,3,305,30529,1
30530000,Tiada Seksyen,3,305,30530,1
30531000,Tiada Seksyen,3,305,30531,1
30532000,Tiada Seksyen,3,305,30532,1
30533000,Tiada Seksyen,3,305,30533,1
30540001,SEKSYEN 1,3,305,30540,1
30540002,SEKSYEN 2,3,305,30540,1
30570000,Tiada Seksyen,3,305,30570,1
30601000,Tiada Seksyen,3,306,30601,1
30603000,Tiada Seksyen,3,306,30603,1
30604000,Tiada Seksyen,3,306,30604,1
30605000,Tiada Seksyen,3,306,30605,1
30606000,Tiada Seksyen,3,306,30606,1
30609000,Tiada Seksyen,3,306,30609,1
30611000,Tiada Seksyen,3,306,30611,1
30612000,Tiada Seksyen,3,306,30612,1
30613000,Tiada Seksyen,3,306,30613,1
30614000,Tiada Seksyen,3,306,30614,1
30615000,Tiada Seksyen,3,306,30615,1
30616000,Tiada Seksyen,3,306,30616,1
30617000,Tiada Seksyen,3,306,30617,1
30618000,Tiada Seksyen,3,306,30618,1
30640000,Tiada Seksyen,3,306,30640,1
30701000,Tiada Seksyen,3,307,30701,1
30702000,Tiada Seksyen,3,307,30702,1
30703000,Tiada Seksyen,3,307,30703,1
30704000,Tiada Seksyen,3,307,30704,1
30705000,Tiada Seksyen,3,307,30705,1
30706000,Tiada Seksyen,3,307,30706,1
30707000,Tiada Seksyen,3,307,30707,1
30708000,Tiada Seksyen,3,307,30708,1
30709000,Tiada Seksyen,3,307,30709,1
30710000,Tiada Seksyen,3,307,30710,1
30711000,Tiada Seksyen,3,307,30711,1
30712000,Tiada Seksyen,3,307,30712,1
30713000,Tiada Seksyen,3,307,30713,1
30714000,Tiada Seksyen,3,307,30714,1
30715000,Tiada Seksyen,3,307,30715,1
30716000,Tiada Seksyen,3,307,30716,1
30717000,Tiada Seksyen,3,307,30717,1
30718000,Tiada Seksyen,3,307,30718,1
30719000,Tiada Seksyen,3,307,30719,1
30720000,Tiada Seksyen,3,307,30720,1
30721000,Tiada Seksyen,3,307,30721,1
30722000,Tiada Seksyen,3,307,30722,1
30723000,Tiada Seksyen,3,307,30723,1
30724000,Tiada Seksyen,3,307,30724,1
30725000,Tiada Seksyen,3,307,30725,1
30726000,Tiada Seksyen,3,307,30726,1
30727000,Tiada Seksyen,3,307,30727,1
30728000,Tiada Seksyen,3,307,30728,1
30729000,Tiada Seksyen,3,307,30729,1
30740001,SEKSYEN 1,3,307,30740,1
30740002,SEKSYEN 2,3,307,30740,1
30740003,SEKSYEN 3,3,307,30740,1
30740004,SEKSYEN 4,3,307,30740,1
30801000,Tiada Seksyen,3,308,30801,1
30802000,Tiada Seksyen,3,308,30802,1
30803000,Tiada Seksyen,3,308,30803,1
30804000,Tiada Seksyen,3,308,30804,1
30805000,Tiada Seksyen,3,308,30805,1
30806000,Tiada Seksyen,3,308,30806,1
30807000,Tiada Seksyen,3,308,30807,1
30808000,Tiada Seksyen,3,308,30808,1
30809000,Tiada Seksyen,3,308,30809,1
30840000,Tiada Seksyen,3,308,30840,1
31001000,Tiada Seksyen,3,310,31001,1
31003000,Tiada Seksyen,3,310,31003,1
31004000,Tiada Seksyen,3,310,31004,1
31005000,Tiada Seksyen,3,310,31005,1
31006000,Tiada Seksyen,3,310,31006,1
31007000,Tiada Seksyen,3,310,31007,1
31008000,Tiada Seksyen,3,310,31008,1
31009000,Tiada Seksyen,3,310,31009,1
31010000,Tiada Seksyen,3,310,31010,1
31011000,Tiada Seksyen,3,310,31011,1
31012000,Tiada Seksyen,3,310,31012,1
31014000,Tiada Seksyen,3,310,31014,1
31015000,Tiada Seksyen,3,310,31015,1
31016000,Tiada Seksyen,3,310,31016,1
31017000,Tiada Seksyen,3,310,31017,1
31040000,Tiada Seksyen,3,310,31040,1
31101000,Tiada Seksyen,3,311,31101,1
31102000,Tiada Seksyen,3,311,31102,1
31103000,Tiada Seksyen,3,311,31103,1
31104000,Tiada Seksyen,3,311,31104,1
31105000,Tiada Seksyen,3,311,31105,1
31106000,Tiada Seksyen,3,311,31106,1
31107000,Tiada Seksyen,3,311,31107,1
31201000,Tiada Seksyen,3,312,31201,1
31202000,Tiada Seksyen,3,312,31202,1
31203000,Tiada Seksyen,3,312,31203,1
31204000,Tiada Seksyen,3,312,31204,1
31205000,Tiada Seksyen,3,312,31205,1
31206000,Tiada Seksyen,3,312,31206,1
31207000,Tiada Seksyen,3,312,31207,1
40101000,Tiada Seksyen,4,401,40101,1
40102000,Tiada Seksyen,4,401,40102,1
40103000,Tiada Seksyen,4,401,40103,1
40104000,Tiada Seksyen,4,401,40104,1
40105000,Tiada Seksyen,4,401,40105,1
40106000,Tiada Seksyen,4,401,40106,1
40107000,Tiada Seksyen,4,401,40107,1
40108000,Tiada Seksyen,4,401,40108,1
40109000,Tiada Seksyen,4,401,40109,1
40110000,Tiada Seksyen,4,401,40110,1
40111000,Tiada Seksyen,4,401,40111,1
40112000,Tiada Seksyen,4,401,40112,1
40113000,Tiada Seksyen,4,401,40113,1
40114000,Tiada Seksyen,4,401,40114,1
40115000,Tiada Seksyen,4,401,40115,1
40116000,Tiada Seksyen,4,401,40116,1
40117000,Tiada Seksyen,4,401,40117,1
40118000,Tiada Seksyen,4,401,40118,1
40119000,Tiada Seksyen,4,401,40119,1
40120000,Tiada Seksyen,4,401,40120,1
40121000,Tiada Seksyen,4,401,40121,1
40122000,Tiada Seksyen,4,401,40122,1
40123000,Tiada Seksyen,4,401,40123,1
40124000,Tiada Seksyen,4,401,40124,1
40125000,Tiada Seksyen,4,401,40125,1
40126000,Tiada Seksyen,4,401,40126,1
40127000,Tiada Seksyen,4,401,40127,1
40128000,Tiada Seksyen,4,401,40128,1
40129000,Tiada Seksyen,4,401,40129,1
40140001,SEKSYEN I,4,401,40140,1
40140002,SEKSYEN II,4,401,40140,1
40140003,SEKSYEN III,4,401,40140,1
40140004,SEKSYEN IV,4,401,40140,1
40140005,SEKSYEN V,4,401,40140,1
40141001,KAWASAN BANDAR I,4,401,40141,1
40141002,KAWASAN BANDAR II,4,401,40141,1
40141003,KAWASAN BANDAR III,4,401,40141,1
40141004,KAWASAN BANDAR IV,4,401,40141,1
40141005,KAWASAN BANDAR V,4,401,40141,1
40141006,KAWASAN BANDAR VI,4,401,40141,1
40141007,KAWASAN BANDAR VII,4,401,40141,1
40141008,KAWASAN BANDAR VIII,4,401,40141,1
40141009,KAWASAN BANDAR IX,4,401,40141,1
40141010,KAWASAN BANDAR X,4,401,40141,1
40141011,KAWASAN BANDAR XI,4,401,40141,1
40141012,KAWASAN BANDAR XII,4,401,40141,1
40141013,KAWASAN BANDAR XIII,4,401,40141,1
40141014,KAWASAN BANDAR XIV,4,401,40141,1
40141015,KAWASAN BANDAR XV,4,401,40141,1
40141016,KAWASAN BANDAR XVI,4,401,40141,1
40141017,KAWASAN BANDAR XVII,4,401,40141,1
40141018,KAWASAN BANDAR XVIII,4,401,40141,1
40141019,KAWASAN BANDAR XIX,4,401,40141,1
40141020,KAWASAN BANDAR XX,4,401,40141,1
40141021,KAWASAN BANDAR XXI,4,401,40141,1
40141022,KAWASAN BANDAR XXII,4,401,40141,1
40141023,KAWASAN BANDAR XXIII,4,401,40141,1
40141024,KAWASAN BANDAR XXIV,4,401,40141,1
40141025,KAWASAN BANDAR XXV,4,401,40141,1
40141026,KAWASAN BANDAR XXVI,4,401,40141,1
40141027,KAWASAN BANDAR XXVII,4,401,40141,1
40141028,KAWASAN BANDAR XXVIII,4,401,40141,1
40141029,KAWASAN BANDAR XXIX,4,401,40141,1
40141030,KAWASAN BANDAR XXX,4,401,40141,1
40141031,KAWASAN BANDAR XXXI,4,401,40141,1
40141032,KAWASAN BANDAR XXXII,4,401,40141,1
40141033,KAWASAN BANDAR XXXIII,4,401,40141,1
40141034,KAWASAN BANDAR XXXIV,4,401,40141,1
40141035,KAWASAN BANDAR XXXV,4,401,40141,1
40141036,KAWASAN BANDAR XXXVI,4,401,40141,1
40141037,KAWASAN BANDAR XXXVII,4,401,40141,1
40141038,KAWASAN BANDAR XXXVIII,4,401,40141,1
40141039,KAWASAN BANDAR XXXIX,4,401,40141,1
40141040,KAWASAN BANDAR XL,4,401,40141,1
40141041,KAWASAN BANDAR XLI,4,401,40141,1
40141042,KAWASAN BANDAR XLII,4,401,40141,1
40141043,KAWASAN BANDAR XLIII,4,401,40141,1
40170000,Tiada Seksyen,4,401,40170,1
40171000,Tiada Seksyen,4,401,40171,1
40172000,Tiada Seksyen,4,401,40172,1
40173000,Tiada Seksyen,4,401,40173,1
40174001,SEKSYEN I,4,401,40174,1
40174002,SEKSYEN II,4,401,40174,1
40174003,SEKSYEN III,4,401,40174,1
40174004,SEKSYEN IV,4,401,40174,1
40175000,Tiada Seksyen,4,401,40175,1
40176001,SEKSYEN I,4,401,40176,1
40176002,SEKSYEN II,4,401,40176,1
40176003,SEKSYEN III,4,401,40176,1
40177000,Tiada Seksyen,4,401,40177,1
40178001,SEKSYEN I,4,401,40178,1
40178002,SEKSYEN II,4,401,40178,1
40178003,SEKSYEN III,4,401,40178,1
40201000,Tiada Seksyen,4,402,40201,1
40202000,Tiada Seksyen,4,402,40202,1
40203000,Tiada Seksyen,4,402,40203,1
40204000,Tiada Seksyen,4,402,40204,1
40205000,Tiada Seksyen,4,402,40205,1
40206000,Tiada Seksyen,4,402,40206,1
40207000,Tiada Seksyen,4,402,40207,1
40208000,Tiada Seksyen,4,402,40208,1
40209000,Tiada Seksyen,4,402,40209,1
40210000,Tiada Seksyen,4,402,40210,1
40211000,Tiada Seksyen,4,402,40211,1
40212000,Tiada Seksyen,4,402,40212,1
40213000,Tiada Seksyen,4,402,40213,1
40214000,Tiada Seksyen,4,402,40214,1
40215000,Tiada Seksyen,4,402,40215,1
40216000,Tiada Seksyen,4,402,40216,1
40217000,Tiada Seksyen,4,402,40217,1
40218000,Tiada Seksyen,4,402,40218,1
40219000,Tiada Seksyen,4,402,40219,1
40220000,Tiada Seksyen,4,402,40220,1
40240001,SEKSYEN I,4,402,40240,1
40240002,SEKSYEN II,4,402,40240,1
40240003,SEKSYEN III,4,402,40240,1
40240004,SEKSYEN IV,4,402,40240,1
40241001,SEKSYEN I,4,402,40241,1
40241002,SEKSYEN II,4,402,40241,1
40241003,SEKSYEN III,4,402,40241,1
40241004,SEKSYEN IV,4,402,40241,1
40270001,SEKSYEN I,4,402,40270,1
40270002,SEKSYEN II,4,402,40270,1
40271001,SEKSYEN I,4,402,40271,1
40271002,SEKSYEN II,4,402,40271,1
40272000,Tiada Seksyen,4,402,40272,1
40273000,Tiada Seksyen,4,402,40273,1
40274000,Tiada Seksyen,4,402,40274,1
40275000,Tiada Seksyen,4,402,40275,1
40276000,Tiada Seksyen,4,402,40276,1
40277000,Tiada Seksyen,4,402,40277,1
40278000,Tiada Seksyen,4,402,40278,1
40301000,Tiada Seksyen,4,403,40301,1
40302000,Tiada Seksyen,4,403,40302,1
40303000,Tiada Seksyen,4,403,40303,1
40304000,Tiada Seksyen,4,403,40304,1
40305000,Tiada Seksyen,4,403,40305,1
40306000,Tiada Seksyen,4,403,40306,1
40307000,Tiada Seksyen,4,403,40307,1
40308000,Tiada Seksyen,4,403,40308,1
40309000,Tiada Seksyen,4,403,40309,1
40310000,Tiada Seksyen,4,403,40310,1
40311000,Tiada Seksyen,4,403,40311,1
40312000,Tiada Seksyen,4,403,40312,1
40313000,Tiada Seksyen,4,403,40313,1
40314000,Tiada Seksyen,4,403,40314,1
40315000,Tiada Seksyen,4,403,40315,1
40316000,Tiada Seksyen,4,403,40316,1
40317000,Tiada Seksyen,4,403,40317,1
40318000,Tiada Seksyen,4,403,40318,1
40319000,Tiada Seksyen,4,403,40319,1
40320000,Tiada Seksyen,4,403,40320,1
40321000,Tiada Seksyen,4,403,40321,1
40322000,Tiada Seksyen,4,403,40322,1
40323000,Tiada Seksyen,4,403,40323,1
40324000,Tiada Seksyen,4,403,40324,1
40325000,Tiada Seksyen,4,403,40325,1
40326000,Tiada Seksyen,4,403,40326,1
40327000,Tiada Seksyen,4,403,40327,1
40328000,Tiada Seksyen,4,403,40328,1
40329000,Tiada Seksyen,4,403,40329,1
40330000,Tiada Seksyen,4,403,40330,1
40331000,Tiada Seksyen,4,403,40331,1
40340001,SEKSYEN I,4,403,40340,1
40340002,SEKSYEN II,4,403,40340,1
40341001,SEKSYEN I,4,403,40341,1
40341002,SEKSYEN II,4,403,40341,1
40341003,SEKSYEN III,4,403,40341,1
40342001,SEKSYEN I,4,403,40342,1
40342002,SEKSYEN II,4,403,40342,1
40370000,Tiada Seksyen,4,403,40370,1
40371000,Tiada Seksyen,4,403,40371,1
40372000,Tiada Seksyen,4,403,40372,1
40373000,Tiada Seksyen,4,403,40373,1
50101000,Tiada Seksyen,5,501,50101,1
